Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
"#BO:CW Colt XM177E1 Commando ""XM4""								",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_shot_npc			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot3.wav			wpn_t9_shot_npc		wpn_t9_mp5_trig_pull_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_shot_npc			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot4.wav			wpn_t9_shot_npc		wpn_t9_mp5_trig_pull_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_shot_npc			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot5.wav			wpn_t9_shot_npc		wpn_t9_mp5_trig_pull_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_shot_plr			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot1.wav			wpn_t9_shot_plr		wpn_t9_mp5_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_shot_plr			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot2.wav			wpn_t9_shot_plr		wpn_t9_mp5_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_shot_plr			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot3.wav			wpn_t9_shot_plr		wpn_t9_mp5_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_shot_plr			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot4.wav			wpn_t9_shot_plr		wpn_t9_mp5_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_shot_plr			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot5.wav			wpn_t9_shot_plr		wpn_t9_mp5_pap_flux_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_shot_npc			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot1.wav			wpn_t9_shot_npc		wpn_t9_mp5_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_shot_npc			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot2.wav			wpn_t9_shot_npc		wpn_t9_mp5_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_shot_npc			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot3.wav			wpn_t9_shot_npc		wpn_t9_mp5_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_shot_npc			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot4.wav			wpn_t9_shot_npc		wpn_t9_mp5_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_shot_npc			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_shot5.wav			wpn_t9_shot_npc		wpn_t9_mp5_pap_flux_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull1.wav			wpn_t9_shot_plr		wpn_t9_mp5_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull2.wav			wpn_t9_shot_plr		wpn_t9_mp5_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull3.wav			wpn_t9_shot_plr		wpn_t9_mp5_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull4.wav			wpn_t9_shot_plr		wpn_t9_mp5_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull5.wav			wpn_t9_shot_plr		wpn_t9_mp5_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull6.wav			wpn_t9_shot_plr		wpn_t9_mp5_mech_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull1.wav			wpn_t9_shot_npc		wpn_t9_mp5_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull2.wav			wpn_t9_shot_npc		wpn_t9_mp5_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull3.wav			wpn_t9_shot_npc		wpn_t9_mp5_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull4.wav			wpn_t9_shot_npc		wpn_t9_mp5_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull5.wav			wpn_t9_shot_npc		wpn_t9_mp5_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_trig_pull_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_trig_pull6.wav			wpn_t9_shot_npc		wpn_t9_mp5_mech_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech1.wav			wpn_t9_shot_plr		wpn_t9_mp5_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech2.wav			wpn_t9_shot_plr		wpn_t9_mp5_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech3.wav			wpn_t9_shot_plr		wpn_t9_mp5_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech4.wav			wpn_t9_shot_plr		wpn_t9_mp5_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech5.wav			wpn_t9_shot_plr		wpn_t9_mp5_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech6.wav			wpn_t9_shot_plr		wpn_t9_mp5_sub_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech1.wav			wpn_t9_shot_npc		wpn_t9_mp5_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech2.wav			wpn_t9_shot_npc		wpn_t9_mp5_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech3.wav			wpn_t9_shot_npc		wpn_t9_mp5_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech4.wav			wpn_t9_shot_npc		wpn_t9_mp5_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech5.wav			wpn_t9_shot_npc		wpn_t9_mp5_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mech_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_mech6.wav			wpn_t9_shot_npc		wpn_t9_mp5_sub_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_sub_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_sub.wav			wpn_t9_shot_plr		wpn_t9_mp5_tail_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_sub_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_sub.wav			wpn_t9_shot_npc		wpn_t9_mp5_tail_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_tail_plr			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_tail.wav			wpn_t9_reverb_ext_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_tail_npc			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_tail.wav			wpn_t9_reverb_ext_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_tail_plr			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_tail.wav			wpn_t9_reverb_int_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_tail_npc			skye_ports\t5_mp5k\fire\wpn_t5_mp5k_tail.wav			wpn_t9_reverb_int_npc		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_flux_plr			skye_ports\t9_mp5\fire\wpn_t9_mp5_pap_flux.wav			wpn_t9_pap_shot_plr		wpn_t9_mp5_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_pap_flux_npc			skye_ports\t9_mp5\fire\wpn_t9_mp5_pap_flux.wav			wpn_t9_pap_shot_npc		wpn_t9_mp5_trig_pull_npc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_bolt_back			skye_ports\t5_mp5k\foley\wpn_t5_mp5k_bolt_back.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_bolt_forward			skye_ports\t5_mp5k\foley\wpn_t5_mp5k_bolt_forward.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_bolt_grab			skye_ports\t9_mp5\foley\wpn_t9_mp5_bolt_grab.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_cloth2			skye_ports\t9_mp5\foley\wpn_t9_mp5_cloth2a.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_cloth2			skye_ports\t9_mp5\foley\wpn_t9_mp5_cloth2b.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_empty_bolt_back			skye_ports\t5_mp5k\foley\wpn_t5_mp5k_bolt_back.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_empty_bolt_forward			skye_ports\t5_mp5k\foley\wpn_t5_mp5k_bolt_forward.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_empty_mag_in			skye_ports\t5_mp5k\foley\wpn_t5_mp5k_mag_in.wav			wpn_t9_reload_plr		wpn_t5_mp5k_futz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_empty_mag_out			skye_ports\t5_mp5k\foley\wpn_t5_mp5k_mag_out.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_end			skye_ports\t9_mp5\foley\wpn_t9_mp5_end.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_first_raise			skye_ports\t9_mp5\foley\wpn_t9_mp5_first_raise.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_inspect_part1			skye_ports\t9_mp5\foley\wpn_t9_mp5_inspect_part1.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_inspect_part2			skye_ports\t9_mp5\foley\wpn_t9_mp5_inspect_part2.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_inspect_part3			skye_ports\t9_mp5\foley\wpn_t9_mp5_inspect_part3.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_inspect_part4			skye_ports\t9_mp5\foley\wpn_t9_mp5_inspect_part4.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mag_in			skye_ports\t5_mp5k\foley\wpn_t5_mp5k_mag_in.wav			wpn_t9_reload_plr		wpn_t5_mp5k_futz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mag_out			skye_ports\t5_mp5k\foley\wpn_t5_mp5k_mag_out.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mvmnt			skye_ports\t9_mp5\foley\wpn_t9_mp5_mvmnt.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mvmnt2			skye_ports\t9_mp5\foley\wpn_t9_mp5_mvmnt2.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mvmnt3			skye_ports\t9_mp5\foley\wpn_t9_mp5_mvmnt3.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_mp5_mvmnt4			skye_ports\t9_mp5\foley\wpn_t9_mp5_mvmnt4.wav			wpn_t9_reload_plr		",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#BO:CW Kalashnikov AK-47 / RPK								",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_ak47_shot_plr			skye_ports\t5_ak47\fire\wpn_t5_ak47_shot1.wav			wpn_t9_shot_plr		wpn_t9_ak47_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_ak47_shot_plr			skye_ports\t5_ak47\fire\wpn_t5_ak47_shot2.wav			wpn_t9_shot_plr		wpn_t9_ak47_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_ak47_shot_plr			skye_ports\t5_ak47\fire\wpn_t5_ak47_shot3.wav			wpn_t9_shot_plr		wpn_t9_ak47_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_ak47_shot_plr			skye_ports\t5_ak47\fire\wpn_t5_ak47_shot4.wav			wpn_t9_shot_plr		wpn_t9_ak47_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wpn_t9_ak47_shot_plr			skye_ports\t5_ak47\fire\wpn_t5_ak47_shot5.wav			wpn_t9_shot_plr		wpn_t9_ak47_trig_pull_plr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
